image_name,class,x,y,w,h
BloodImage_00001.jpg,RBC,0.5548,0.2428,0.3432,0.3811
BloodImage_00001.jpg,RBC,0.5588,0.0738,0.3107,0.2343
BloodImage_00001.jpg,RBC,0.632,0.1754,0.3047,0.3916
BloodImage_00001.jpg,RBC,0.2981,0.1027,0.3166,0.3287
BloodImage_00001.jpg,RBC,0.0787,0.216,0.287,0.4406
BloodImage_00001.jpg,RBC,0.3355,0.4535,0.2722,0.3636
BloodImage_00001.jpg,RBC,0.8188,0.5647,0.3018,0.3846
BloodImage_00002.jpg,RBC,0.7218,0.3166,0.4083,0.3497
BloodImage_00002.jpg,RBC,0.7019,0.4535,0.3402,0.3357
BloodImage_00002.jpg,RBC,0.2583,0.3658,0.3639,0.3566
BloodImage_00002.jpg,RBC,0.2893,0.8417,0.3077,0.3462
BloodImage_00002.jpg,RBC,0.3299,0.9209,0.2751,0.3462
BloodImage_00002.jpg,RBC,0.1089,0.6118,0.3225,0.4056
BloodImage_00002.jpg,RBC,0.5731,0.7508,0.3225,0.4056
BloodImage_00002.jpg,RBC,0.9245,0.3465,0.2988,0.4126
BloodImage_00002.jpg,RBC,0.8625,0.6203,0.2988,0.3986
BloodImage_00002.jpg,RBC,0.659,0.6802,0.2988,0.3986
BloodImage_00002.jpg,RBC,0.5,0.2503,0.2988,0.3986
BloodImage_00002.jpg,RBC,0.4913,0.5027,0.355,0.4266
BloodImage_00002.jpg,WBC,0.6757,0.1144,0.8402,0.3671
BloodImage_00002.jpg,RBC,0.2472,0.1059,0.2751,0.3392
BloodImage_00002.jpg,RBC,0.2886,0.246,0.2751,0.3427
BloodImage_00002.jpg,RBC,0.8506,0.9134,0.3254,0.3706
BloodImage_00003.jpg,WBC,0.3744,0.2845,0.642,0.6503
BloodImage_00003.jpg,RBC,0.589,0.308,0.3166,0.3566
BloodImage_00003.jpg,RBC,0.6757,0.4064,0.2722,0.3077
BloodImage_00003.jpg,RBC,0.8887,0.5476,0.3254,0.3217
BloodImage_00003.jpg,RBC,0.7711,0.6599,0.4024,0.4231
BloodImage_00003.jpg,RBC,0.8975,0.1594,0.2988,0.4301
BloodImage_00003.jpg,RBC,0.7448,0.0952,0.3047,0.3042
BloodImage_00003.jpg,RBC,0.0636,0.3914,0.2308,0.3986
BloodImage_00003.jpg,RBC,0.163,0.5551,0.3284,0.4021
BloodImage_00003.jpg,RBC,0.5866,0.707,0.3254,0.3252
BloodImage_00003.jpg,RBC,0.6749,0.8567,0.3521,0.3531
BloodImage_00003.jpg,RBC,0.0692,0.8353,0.2515,0.3042
BloodImage_00003.jpg,RBC,0.1844,0.9369,0.3964,0.2937
BloodImage_00003.jpg,RBC,0.8816,0.9219,0.2396,0.3217
BloodImage_00003.jpg,RBC,0.1645,0.2963,0.2811,0.507
BloodImage_00003.jpg,RBC,0.434,0.6642,0.355,0.4021
BloodImage_00003.jpg,Platelets,0.5604,0.6064,0.1036,0.1084
BloodImage_00004.jpg,WBC,0.3442,0.4866,0.6361,0.6538
BloodImage_00004.jpg,RBC,0.7631,0.6064,0.284,0.2902
BloodImage_00004.jpg,RBC,0.8871,0.3283,0.284,0.2902
BloodImage_00004.jpg,RBC,0.8553,0.8941,0.3314,0.3986
BloodImage_00004.jpg,RBC,0.1916,0.7016,0.2692,0.3287
BloodImage_00004.jpg,RBC,0.1471,0.0674,0.3225,0.2133
BloodImage_00004.jpg,RBC,0.539,0.1754,0.3018,0.3427
BloodImage_00004.jpg,RBC,0.7456,0.2684,0.3432,0.4161
BloodImage_00004.jpg,RBC,0.0819,0.2995,0.2988,0.4056
BloodImage_00004.jpg,RBC,0.0652,0.7005,0.2367,0.3112
BloodImage_00004.jpg,RBC,0.0628,0.7615,0.2278,0.2867
BloodImage_00004.jpg,RBC,0.6836,0.8856,0.2308,0.2867
BloodImage_00004.jpg,Platelets,0.2305,0.1369,0.1065,0.1189
BloodImage_00005.jpg,RBC,0.5238,0.3604,0.3343,0.3741
BloodImage_00005.jpg,RBC,0.1789,0.3348,0.3343,0.3741
BloodImage_00005.jpg,RBC,0.7409,0.2267,0.3077,0.4476
BloodImage_00005.jpg,RBC,0.9348,0.2952,0.3077,0.4476
BloodImage_00005.jpg,RBC,0.8362,0.5497,0.3077,0.4476
BloodImage_00005.jpg,RBC,0.8235,0.8578,0.3077,0.4476
BloodImage_00005.jpg,RBC,0.7504,0.8898,0.3077,0.4476
BloodImage_00005.jpg,RBC,0.4205,0.4866,0.2929,0.3741
BloodImage_00005.jpg,RBC,0.6828,0.5016,0.2929,0.3741
BloodImage_00005.jpg,RBC,0.0795,0.2513,0.2899,0.3741
BloodImage_00005.jpg,RBC,0.6105,0.0941,0.355,0.3007
BloodImage_00005.jpg,RBC,0.3593,0.0759,0.3787,0.2413
BloodImage_00005.jpg,RBC,0.3442,0.4652,0.2574,0.3671
BloodImage_00005.jpg,RBC,0.2901,0.5209,0.2574,0.3671
BloodImage_00005.jpg,RBC,0.2329,0.5636,0.2574,0.3671
BloodImage_00005.jpg,RBC,0.1153,0.6064,0.2574,0.3671
BloodImage_00005.jpg,Platelets,0.2997,0.1765,0.1095,0.1224
BloodImage_00005.jpg,Platelets,0.039,0.8952,0.1095,0.1224
BloodImage_00005.jpg,Platelets,0.2266,0.6898,0.1095,0.1224
BloodImage_00005.jpg,WBC,0.5334,0.8214,0.6243,0.6713
BloodImage_00005.jpg,RBC,0.3076,0.7711,0.2515,0.4371
BloodImage_00005.jpg,RBC,0.1884,0.1241,0.3284,0.2727
BloodImage_00006.jpg,WBC,0.3235,0.5882,0.5118,0.5944
BloodImage_00006.jpg,Platelets,0.1749,0.4332,0.1243,0.1294
BloodImage_00006.jpg,Platelets,0.1367,0.4738,0.1243,0.1294
BloodImage_00006.jpg,Platelets,0.5604,0.0332,0.1154,0.1014
BloodImage_00006.jpg,RBC,0.2234,0.8727,0.3639,0.3566
BloodImage_00006.jpg,RBC,0.8863,0.123,0.3698,0.3951
BloodImage_00006.jpg,RBC,0.659,0.8449,0.3639,0.4755
BloodImage_00006.jpg,RBC,0.806,0.7615,0.3432,0.2587
BloodImage_00006.jpg,RBC,0.5517,0.3187,0.3314,0.3147
BloodImage_00006.jpg,RBC,0.4245,0.2588,0.3314,0.3147
BloodImage_00006.jpg,RBC,0.4181,0.8449,0.3314,0.3147
BloodImage_00006.jpg,RBC,0.496,0.7497,0.3491,0.3671
BloodImage_00006.jpg,RBC,0.942,0.907,0.2751,0.3916
BloodImage_00006.jpg,RBC,0.8736,0.5882,0.3994,0.3636
BloodImage_00006.jpg,RBC,0.8919,0.4342,0.3432,0.3007
BloodImage_00006.jpg,RBC,0.6852,0.4032,0.3432,0.3252
BloodImage_00006.jpg,RBC,0.2727,0.3604,0.3757,0.3322
BloodImage_00006.jpg,RBC,0.1264,0.2278,0.3757,0.3322
BloodImage_00007.jpg,WBC,0.461,0.4032,0.574,0.6748
BloodImage_00007.jpg,RBC,0.12,0.7487,0.3462,0.3636
BloodImage_00007.jpg,RBC,0.19,0.9102,0.3284,0.3741
BloodImage_00007.jpg,RBC,0.2774,0.8203,0.3284,0.3741
BloodImage_00007.jpg,RBC,0.3402,0.6834,0.2663,0.3811
BloodImage_00007.jpg,RBC,0.3752,0.739,0.2663,0.3811
BloodImage_00007.jpg,RBC,0.4102,0.769,0.2663,0.3811
BloodImage_00007.jpg,RBC,0.4642,0.7904,0.2663,0.3811
BloodImage_00007.jpg,RBC,0.8712,0.7508,0.3136,0.3566
BloodImage_00007.jpg,RBC,0.9332,0.9027,0.3136,0.3566
BloodImage_00007.jpg,RBC,0.8951,0.1241,0.3136,0.3566
BloodImage_00007.jpg,RBC,0.9173,0.2096,0.3669,0.3776
BloodImage_00007.jpg,RBC,0.1272,0.3807,0.3669,0.3776
BloodImage_00007.jpg,RBC,0.2099,0.2503,0.3669,0.3776
BloodImage_00007.jpg,RBC,0.1288,0.1775,0.3669,0.3776
BloodImage_00007.jpg,RBC,0.5262,0.077,0.3609,0.2448
BloodImage_00007.jpg,RBC,0.4722,0.9701,0.2544,0.1853
BloodImage_00007.jpg,RBC,0.5397,0.9775,0.2456,0.1608
BloodImage_00008.jpg,WBC,0.2536,0.6032,0.6953,0.6923
BloodImage_00008.jpg,RBC,0.7289,0.5904,0.358,0.3776
BloodImage_00008.jpg,RBC,0.899,0.3358,0.358,0.3776
BloodImage_00008.jpg,RBC,0.6661,0.7786,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.8092,0.7722,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.9173,0.6396,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.9332,0.8214,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.6455,0.1968,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.5866,0.1968,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.5056,0.1583,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.4356,0.1433,0.3136,0.3427
BloodImage_00008.jpg,RBC,0.2623,0.092,0.3314,0.2937
BloodImage_00008.jpg,RBC,0.0771,0.4973,0.2811,0.465
BloodImage_00008.jpg,RBC,0.4992,0.9433,0.3018,0.2727
BloodImage_00008.jpg,RBC,0.3641,0.9433,0.3018,0.2727
BloodImage_00008.jpg,RBC,0.0819,0.0834,0.2988,0.2657
BloodImage_00008.jpg,RBC,0.4046,0.3743,0.3462,0.2797
BloodImage_00008.jpg,RBC,0.8378,0.9326,0.4734,0.3077
BloodImage_00008.jpg,RBC,0.3037,0.2503,0.2544,0.3846
BloodImage_00008.jpg,RBC,0.7965,0.092,0.3728,0.2937
BloodImage_00009.jpg,WBC,0.221,0.5989,0.6864,1.0
BloodImage_00009.jpg,RBC,0.8076,0.7989,0.3964,0.3462
BloodImage_00009.jpg,RBC,0.6677,0.5037,0.284,0.3042
BloodImage_00009.jpg,RBC,0.5612,0.5487,0.284,0.3042
BloodImage_00009.jpg,RBC,0.4372,0.7775,0.2899,0.528
BloodImage_00009.jpg,RBC,0.5731,0.7829,0.2811,0.3357
BloodImage_00009.jpg,RBC,0.5238,0.9241,0.2811,0.3357
BloodImage_00009.jpg,RBC,0.8052,0.3241,0.358,0.3811
BloodImage_00009.jpg,RBC,0.7957,0.1037,0.358,0.3322
BloodImage_00009.jpg,RBC,0.4332,0.3262,0.3462,0.3182
BloodImage_00009.jpg,RBC,0.5827,0.3166,0.4053,0.4406
BloodImage_00009.jpg,RBC,0.1113,0.292,0.3728,0.4231
BloodImage_00009.jpg,RBC,0.0922,0.1016,0.3373,0.3252
BloodImage_00009.jpg,RBC,0.5405,0.0706,0.3195,0.2238
BloodImage_00009.jpg,RBC,0.3521,0.1497,0.3994,0.3986
BloodImage_00009.jpg,Platelets,0.7512,0.9241,0.1213,0.1189
BloodImage_00009.jpg,RBC,0.8378,0.4246,0.284,0.3042
BloodImage_00009.jpg,RBC,0.2909,0.9337,0.284,0.3042
BloodImage_00010.jpg,WBC,0.1804,0.6952,0.5355,0.6713
BloodImage_00010.jpg,WBC,0.5954,0.7733,0.8018,0.7587
BloodImage_00010.jpg,RBC,0.3466,0.5807,0.3018,0.4161
BloodImage_00010.jpg,RBC,0.19,0.4075,0.2988,0.3671
BloodImage_00010.jpg,RBC,0.1343,0.2727,0.2456,0.3042
BloodImage_00010.jpg,RBC,0.5032,0.4481,0.2456,0.3042
BloodImage_00010.jpg,RBC,0.5604,0.4759,0.2456,0.3042
BloodImage_00010.jpg,RBC,0.4905,0.2406,0.2456,0.3042
BloodImage_00010.jpg,RBC,0.5541,0.2535,0.2456,0.3042
BloodImage_00010.jpg,RBC,0.6049,0.2642,0.2456,0.3042
BloodImage_00010.jpg,RBC,0.7997,0.0738,0.2781,0.2343
BloodImage_00010.jpg,RBC,0.5906,0.0749,0.3402,0.2378
BloodImage_00010.jpg,RBC,0.4054,0.0471,0.3254,0.1469
BloodImage_00010.jpg,RBC,0.0922,0.0856,0.2485,0.2727
BloodImage_00010.jpg,RBC,0.7504,0.2834,0.3905,0.3671
BloodImage_00010.jpg,RBC,0.9539,0.6214,0.2367,0.3811
BloodImage_00010.jpg,RBC,0.9626,0.4642,0.2041,0.3007
BloodImage_00010.jpg,RBC,0.9587,0.2524,0.2189,0.2937
BloodImage_00011.jpg,WBC,0.3283,0.4824,0.5769,0.7448
BloodImage_00011.jpg,RBC,0.6494,0.5134,0.2633,0.2727
BloodImage_00011.jpg,RBC,0.7321,0.4406,0.2633,0.2727
BloodImage_00011.jpg,RBC,0.8005,0.3209,0.2633,0.2727
BloodImage_00011.jpg,RBC,0.8052,0.4086,0.2633,0.3427
BloodImage_00011.jpg,RBC,0.8593,0.431,0.2101,0.2692
BloodImage_00011.jpg,RBC,0.8418,0.6064,0.3166,0.3392
BloodImage_00011.jpg,RBC,0.1041,0.754,0.3047,0.3951
BloodImage_00011.jpg,RBC,0.4237,0.1283,0.2751,0.3636
BloodImage_00011.jpg,RBC,0.6176,0.2139,0.2751,0.3636
BloodImage_00011.jpg,RBC,0.597,0.2717,0.3462,0.3706
BloodImage_00011.jpg,RBC,0.4849,0.2674,0.2781,0.3217
BloodImage_00011.jpg,RBC,0.717,0.7326,0.2781,0.3601
BloodImage_00011.jpg,RBC,0.3911,0.831,0.2781,0.3601
BloodImage_00011.jpg,RBC,0.2353,0.908,0.3728,0.3671
BloodImage_00011.jpg,RBC,0.2512,0.1262,0.3195,0.4056
BloodImage_00011.jpg,Platelets,0.1645,0.3733,0.1095,0.1503
BloodImage_00011.jpg,RBC,0.4897,0.9615,0.2722,0.2133
BloodImage_00011.jpg,RBC,0.0755,0.2749,0.2751,0.3601
BloodImage_00012.jpg,WBC,0.1828,0.584,0.6686,0.6014
BloodImage_00012.jpg,RBC,0.655,0.4128,0.3728,0.3287
BloodImage_00012.jpg,RBC,0.6836,0.5604,0.3136,0.3636
BloodImage_00012.jpg,RBC,0.7218,0.7508,0.3136,0.3636
BloodImage_00012.jpg,RBC,0.5421,0.7144,0.2663,0.3706
BloodImage_00012.jpg,RBC,0.473,0.8021,0.2751,0.4476
BloodImage_00012.jpg,RBC,0.3434,0.7551,0.284,0.3427
BloodImage_00012.jpg,RBC,0.1105,0.8225,0.3284,0.3462
BloodImage_00012.jpg,RBC,0.2997,0.9326,0.3698,0.3007
BloodImage_00012.jpg,RBC,0.589,0.9123,0.2456,0.3531
BloodImage_00012.jpg,RBC,0.907,0.8674,0.3047,0.3462
BloodImage_00012.jpg,RBC,0.8386,0.6556,0.3047,0.3462
BloodImage_00012.jpg,RBC,0.8593,0.5187,0.3047,0.3462
BloodImage_00012.jpg,RBC,0.9571,0.5989,0.2249,0.3357
BloodImage_00012.jpg,Platelets,0.6995,0.9016,0.1361,0.1294
BloodImage_00012.jpg,Platelets,0.5946,0.1337,0.1361,0.1294
BloodImage_00012.jpg,RBC,0.4157,0.1358,0.2456,0.3042
BloodImage_00012.jpg,RBC,0.8744,0.3059,0.3254,0.4266
BloodImage_00012.jpg,RBC,0.5405,0.9743,0.2426,0.1713
BloodImage_00013.jpg,WBC,0.2138,0.6567,0.6124,0.6923
BloodImage_00013.jpg,RBC,0.4976,0.7219,0.3432,0.3811
BloodImage_00013.jpg,RBC,0.7329,0.7572,0.3314,0.4615
BloodImage_00013.jpg,RBC,0.6797,0.3209,0.3462,0.5105
BloodImage_00013.jpg,RBC,0.2305,0.307,0.3254,0.3182
BloodImage_00013.jpg,RBC,0.4102,0.8781,0.3254,0.3182
BloodImage_00013.jpg,RBC,0.5922,0.9369,0.3225,0.2937
BloodImage_00013.jpg,RBC,0.9642,0.4717,0.1923,0.4231
BloodImage_00013.jpg,RBC,0.8188,0.2471,0.2899,0.4091
BloodImage_00013.jpg,RBC,0.942,0.2053,0.2692,0.3357
BloodImage_00013.jpg,RBC,0.8736,0.5765,0.2929,0.3881
BloodImage_00013.jpg,RBC,0.3839,0.139,0.3402,0.3706
BloodImage_00013.jpg,RBC,0.2583,0.1861,0.3402,0.3706
BloodImage_00013.jpg,RBC,0.8029,0.9455,0.2959,0.2657
BloodImage_00013.jpg,RBC,0.5946,0.9412,0.2959,0.2657
BloodImage_00014.jpg,WBC,0.4889,0.6032,0.4231,0.4965
BloodImage_00014.jpg,RBC,0.3307,0.4,0.2959,0.3287
BloodImage_00014.jpg,RBC,0.2186,0.8225,0.3521,0.3531
BloodImage_00014.jpg,RBC,0.058,0.4053,0.2101,0.3671
BloodImage_00014.jpg,RBC,0.1471,0.2973,0.3521,0.3497
BloodImage_00014.jpg,RBC,0.1789,0.139,0.3521,0.3497
BloodImage_00014.jpg,RBC,0.5898,0.1005,0.2071,0.3217
BloodImage_00014.jpg,RBC,0.5715,0.2684,0.3698,0.3322
BloodImage_00014.jpg,RBC,0.4579,0.2856,0.3787,0.4021
BloodImage_00014.jpg,RBC,0.4364,0.9198,0.3521,0.3497
BloodImage_00014.jpg,RBC,0.6383,0.7444,0.2692,0.3147
BloodImage_00014.jpg,RBC,0.6971,0.5561,0.2692,0.3147
BloodImage_00014.jpg,RBC,0.7893,0.9476,0.287,0.2587
BloodImage_00014.jpg,RBC,0.783,0.1102,0.3639,0.3531
BloodImage_00014.jpg,Platelets,0.6097,0.8738,0.1272,0.1364
BloodImage_00014.jpg,Platelets,0.4046,0.769,0.1272,0.1364
BloodImage_00014.jpg,RBC,0.9316,0.7358,0.2604,0.3846
BloodImage_00014.jpg,RBC,0.969,0.3925,0.1805,0.3671
BloodImage_00014.jpg,RBC,0.9086,0.2631,0.2751,0.3706
BloodImage_00015.jpg,WBC,0.4022,0.261,0.6391,0.8252
BloodImage_00015.jpg,RBC,0.6208,0.3925,0.2219,0.3392
BloodImage_00015.jpg,RBC,0.6375,0.1497,0.2781,0.4056
BloodImage_00015.jpg,RBC,0.779,0.2545,0.2959,0.2867
BloodImage_00015.jpg,RBC,0.934,0.2043,0.2988,0.3392
BloodImage_00015.jpg,RBC,0.7734,0.0813,0.3047,0.2587
BloodImage_00015.jpg,RBC,0.7417,0.8749,0.3284,0.3497
BloodImage_00015.jpg,RBC,0.5087,0.9508,0.3195,0.2483
BloodImage_00015.jpg,RBC,0.1073,0.9369,0.3935,0.2937
BloodImage_00015.jpg,RBC,0.0819,0.6963,0.2988,0.3741
BloodImage_00015.jpg,RBC,0.1804,0.2471,0.3047,0.3741
BloodImage_00015.jpg,RBC,0.4762,0.5444,0.3047,0.3741
BloodImage_00015.jpg,RBC,0.2345,0.739,0.3343,0.3182
BloodImage_00015.jpg,RBC,0.9571,0.4064,0.2249,0.3497
BloodImage_00015.jpg,Platelets,0.4992,0.8374,0.1361,0.1294
BloodImage_00015.jpg,RBC,0.6812,0.539,0.3284,0.3497
BloodImage_00016.jpg,WBC,0.3816,0.4246,0.5266,0.5629
BloodImage_00016.jpg,RBC,0.2886,0.816,0.358,0.4091
BloodImage_00016.jpg,RBC,0.5898,0.3754,0.2781,0.4231
BloodImage_00016.jpg,RBC,0.7886,0.8246,0.2722,0.3951
BloodImage_00016.jpg,RBC,0.752,0.8995,0.2722,0.3951
BloodImage_00016.jpg,RBC,0.4579,0.8364,0.3432,0.4056
BloodImage_00016.jpg,RBC,0.7925,0.277,0.2988,0.2692
BloodImage_00016.jpg,RBC,0.9618,0.7412,0.2071,0.3951
BloodImage_00016.jpg,RBC,0.9221,0.2599,0.3373,0.3671
BloodImage_00016.jpg,RBC,0.624,0.5947,0.3462,0.4126
BloodImage_00016.jpg,RBC,0.8068,0.6118,0.3462,0.4126
BloodImage_00016.jpg,RBC,0.1797,0.461,0.2781,0.4231
BloodImage_00016.jpg,Platelets,0.1797,0.7401,0.0947,0.1329
BloodImage_00017.jpg,WBC,0.3688,0.6481,0.6154,0.6154
BloodImage_00017.jpg,RBC,0.7313,0.4791,0.3195,0.3357
BloodImage_00017.jpg,RBC,0.7234,0.2717,0.3254,0.3776
BloodImage_00017.jpg,RBC,0.4086,0.293,0.2485,0.3497
BloodImage_00017.jpg,RBC,0.7806,0.7508,0.3314,0.3427
BloodImage_00017.jpg,RBC,0.7631,0.862,0.3314,0.3427
BloodImage_00017.jpg,RBC,0.2909,0.9112,0.3077,0.3077
BloodImage_00017.jpg,RBC,0.8474,0.4449,0.3077,0.3077
BloodImage_00017.jpg,RBC,0.0851,0.8225,0.287,0.3462
BloodImage_00017.jpg,RBC,0.0429,0.3273,0.1538,0.3636
BloodImage_00017.jpg,RBC,0.4459,0.9134,0.3521,0.2587
BloodImage_00017.jpg,RBC,0.3307,0.0909,0.3077,0.2902
BloodImage_00017.jpg,RBC,0.5246,0.1947,0.3018,0.3776
BloodImage_00017.jpg,RBC,0.9134,0.0941,0.2751,0.3007
BloodImage_00017.jpg,RBC,0.8498,0.1166,0.2751,0.3042
BloodImage_00017.jpg,RBC,0.0874,0.6396,0.3018,0.3776
BloodImage_00017.jpg,RBC,0.593,0.8321,0.3018,0.3776
BloodImage_00017.jpg,Platelets,0.6367,0.1348,0.1095,0.1119
BloodImage_00018.jpg,WBC,0.6224,0.1786,0.5296,0.5769
BloodImage_00018.jpg,RBC,0.3768,0.3176,0.4142,0.3392
BloodImage_00018.jpg,RBC,0.4205,0.0695,0.3225,0.2203
BloodImage_00018.jpg,RBC,0.9539,0.2749,0.2308,0.3811
BloodImage_00018.jpg,RBC,0.2862,0.1615,0.2959,0.3462
BloodImage_00018.jpg,RBC,0.1892,0.4984,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.5548,0.4406,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.6486,0.4428,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.7234,0.4193,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.7552,0.3743,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.8394,0.3273,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.9316,0.6845,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.9634,0.5005,0.2012,0.3706
BloodImage_00018.jpg,RBC,0.5254,0.9668,0.2633,0.1958
BloodImage_00018.jpg,RBC,0.5795,0.6043,0.3343,0.2972
BloodImage_00018.jpg,RBC,0.3712,0.8214,0.2633,0.2727
BloodImage_00018.jpg,RBC,0.0715,0.5914,0.2604,0.4441
BloodImage_00018.jpg,RBC,0.1979,0.8246,0.3402,0.4301
BloodImage_00018.jpg,RBC,0.1176,0.2278,0.3373,0.4301
BloodImage_00018.jpg,RBC,0.1073,0.093,0.2751,0.2972
BloodImage_00018.jpg,RBC,0.4579,0.4984,0.2663,0.3077
BloodImage_00018.jpg,RBC,0.4547,0.6481,0.2663,0.3077
BloodImage_00019.jpg,WBC,0.3196,0.3893,0.5562,0.5944
BloodImage_00019.jpg,RBC,0.1328,0.4684,0.2515,0.4266
BloodImage_00019.jpg,RBC,0.7337,0.7968,0.3047,0.4021
BloodImage_00019.jpg,RBC,0.9149,0.8332,0.3047,0.4021
BloodImage_00019.jpg,RBC,0.8148,0.8674,0.3047,0.4021
BloodImage_00019.jpg,RBC,0.4531,0.939,0.3432,0.2867
BloodImage_00019.jpg,RBC,0.3037,0.939,0.3432,0.2867
BloodImage_00019.jpg,RBC,0.2909,0.8706,0.3432,0.2867
BloodImage_00019.jpg,RBC,0.6749,0.4203,0.3047,0.3252
BloodImage_00019.jpg,RBC,0.8641,0.5187,0.3047,0.3252
BloodImage_00019.jpg,RBC,0.5763,0.5519,0.3876,0.3986
BloodImage_00019.jpg,RBC,0.9118,0.2032,0.2456,0.3287
BloodImage_00019.jpg,RBC,0.0453,0.4032,0.1627,0.465
BloodImage_00019.jpg,RBC,0.2583,0.1005,0.4408,0.3217
BloodImage_00019.jpg,RBC,0.4356,0.6278,0.2544,0.2972
BloodImage_00019.jpg,RBC,0.345,0.7059,0.3136,0.3217
BloodImage_00019.jpg,RBC,0.5906,0.384,0.3047,0.3252
BloodImage_00020.jpg,Platelets,0.713,0.4545,0.1746,0.1643
BloodImage_00020.jpg,WBC,0.6574,0.8674,0.3639,0.2902
BloodImage_00020.jpg,RBC,0.4444,0.3262,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.7273,0.1679,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.8975,0.1957,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.8116,0.5551,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.845,0.9059,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.5413,0.6235,0.3166,0.3741
BloodImage_00020.jpg,Platelets,0.6184,0.7668,0.1006,0.1084
BloodImage_00020.jpg,RBC,0.1486,0.707,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.0636,0.7016,0.2308,0.3566
BloodImage_00020.jpg,RBC,0.2122,0.4695,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.3124,0.6385,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.314,0.8973,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.3108,0.893,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.2583,0.2021,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.8164,0.2406,0.3166,0.3741
BloodImage_00020.jpg,RBC,0.9618,0.6556,0.2071,0.3531
BloodImage_00020.jpg,RBC,0.1828,0.923,0.3195,0.3392
BloodImage_00020.jpg,RBC,0.0851,0.3882,0.3107,0.3741
BloodImage_00020.jpg,RBC,0.1502,0.1027,0.3225,0.3287
BloodImage_00020.jpg,RBC,0.349,0.1027,0.3225,0.3287
BloodImage_00020.jpg,Platelets,0.155,0.3091,0.1036,0.1154
